ProductCode, Description, ExFactoryPrice, PackagingType, DiscountGroup ,CustomerDiscount , VATClass, Brand, Weight
"J31100178","Smoked Beef Ribs per kg","444","KG","","No","NONVAT","JF-FRES BE","0.000"
"J31100179","Portioned T-bone Steak- SER","839.5","KG","","No","NONVAT","JF-FRES BE","1.000"
"J31100180","Fresh Beef Burger 1kg - Bonus","0","KG","","No","NONVAT","JF-FRSH BG","1.000"
"J31100181","Minced beef 1kg- Bonus","0","KG","","No","NONVAT","JF-FRES BE","1.000"
"J31100182","Minced beef 2kg- Bonus","0","PC","","No","NONVAT","JF-FRES BE","2.000"
"J31100183","Rib Eye Beef (Rolled) per kg","676.5","KG","31100183","No","NONVAT","JF-FRES BE","1.000"
"J31100184","Beef Offcuts","92.5","KG","","No","NONVAT","JF-FRES BE","1.000"
"J31100185","Tenderized Rump Steak 100gms","458","KG","","No","NONVAT","JF-FRES BE","1.000"
"J31100186","Thick Flank","502","KG","31100186","No","NONVAT","JF-FRES BE","1.000"
"J31100187","Whole Beef Rib with Meat","267","KG","","No","NONVAT","JF-FRES BE","1.000"
"J31100188","Frozen Beef Mince 500gm","241.5","PC","31100188","No","NONVAT","JF-FRES BE","0.500"
"J31100189","Rolled Rump Steak","515","KG","31100189","No","NONVAT","JF-FRES BE","1.000"
"J31100190","Rolled Striploin","765","KG","31100190","No","NONVAT","JF-FRES BE","1.000"
"J31100191","Beef Steak Per kg","810.5","KG","31100191","No","NONVAT","JF-FRES BE","1.000"
"J31100192","Commercial Beef Cubes, 2Kg","0","KG","31100192","No","NONVAT","JF-FRES BE","1.000"
"J31100193","Portioned Beef Striploin /kg","805","KG","31100193","No","NONVAT","JF-FRES BE","1.000"
"J31100194","Commercial Minced Beef, 2Kg","0","KG","","No","NONVAT","JF-FRES BE","1.000"
"J31100195","Serena Steaks","478","KG","","No","NONVAT","JF-FRES BE","1.000"
"J31100196","Frozen Beef Cubes 500gms","253.5","PC","31100196","No","NONVAT","JF-FRES BE","0.500"
"J31100197","Frozen Beef Mince 500gm Promo","136.5","PC","","No","NONVAT","JF-FRES BE","0.500"
"J31100198","Beef Steaks 250gms","230.5","PC","31100198","No","NONVAT","JF-FRES BE","0.250"
"J31100199","Beef Steaks - 500gms","458.25","PC","31100199","No","NONVAT","JF-FRES BE","0.500"
"J31100200","Beef Spare Ribs Per Kg","302","KG","","No","NONVAT","JF-FRES BE","1.000"
"J31100201","Tenderized Beef Steaks-150 gms","540","KG","","No","NONVAT","JF-FRES BE","0.150"
"J31100202","Fresh Beef Burger 200gms Promo","96.6","PC","31100144","No","NONVAT","JF-FRES BE","0.200"
"J31100203","Rib Eye End - Bone in","646.5","KG","","No","NONVAT","JF-FRES BE","1.000"
"J31100204","Beef Buttock per kg","505","KG","","No","NONVAT","JF-FRES BE","1.000"
"J31100205","Beef Topside Cubed","746.5","KG","","No","NONVAT","JF-FRES BE","0.000"
"J31100206","Beef Swarma","784","KG","","No","NONVAT","JF-FRES BE","0.000"
"J31100207","Barbecue Beef Ribs  per kg","302","KG","31100207","No","NONVAT","JF-FRES BE","1.000"
"J31100208","Prego Steaks,150gms","120.75","PC","31100208","No","NONVAT","JF-FRES BE","0.150"
"J31100209","Fresh Beef Burger Meat - 1 Kg","337","KG","","No","NONVAT","JF-FRSH BG","1.000"
"J31100210","Portioned Topside Per kg","741","KG","","No","NONVAT","JF-FRES BE","0.125"
"J31100211","Whole Rib Eye B'less","581","KG","31100211","No","NONVAT","JF-FRES BE","1.000"
"J31100212","Whole Rib Eye B'in","559","KG","31100212","No","NONVAT","JF-FRES BE","1.000"
"J31100213","Fresh Beef Burger 400gms","157.5","PC","31100213","No","NONVAT","JF-FRSH BG","0.400"
"J31100214","Beef Leg Bone-In","361.5","KG","","No","NONVAT","JF-FRES BE","1.000"
"J31100215","Beef Leg Boneless","439","KG","","No","NONVAT","JF-FRES BE","1.000"
"J31100216","Retail Rib Eye Steak Per Kg","870","KG","","No","NONVAT","JF-FRES BE","1.000"
"J31100217","Retail Rumpsteak Per Kg","642.5","KG","","No","NONVAT","JF-FRES BE","1.000"
"J31100218","Retail Topside Per Kg","621.5","KG","","No","NONVAT","JF-FRES BE","1.000"
"J31100219","Retail Beef Fillet per kg","921","KG","","No","NONVAT","JF-FRES BE","1.000"
"J31100220","Beef Hump per kg","378","KG","","No","NONVAT","JF-FRES BE","1.000"
"J31100221","Single Beef Ribs Per kg","378","KG","","No","NONVAT","JF-FRES BE","1.000"
"J31100222","Beef Braising Steak Per kg","495","KG","","No","NONVAT","JF-FRES BE","1.000"
"J31100223","Top Rump","502","KG","31100186","No","NONVAT","JF-FRES BE","1.000"
"J31100224","Rib Eye Stk Bone-In Portioned","724.5","KG","31100224","No","NONVAT","JF-FRES BE","1.000"
"J31100225","Beef Carcass Whole","365","KG","31100225","No","NONVAT","JF-FRES BE","1.000"
"J31100226","Baron Of Beef","724.5","KG","","No","NONVAT","JF-FRES BE","1.000"
"J31100227","Diced Beef, Per Kg","445","KG","","No","NONVAT","JF-FRES BE","1.000"
"J31100228","Economy Minced Beef, 500 gms","147","PC","","No","NONVAT","JF-FRES BE","0.500"
"J31100229","Frozen Econ Minced Beef 500gms","139.75","PC","","No","NONVAT","JF-FRES BE","0.500"
"J31100230","Chilled Beef Mince, 500gms Exp","178.5","PC","","No","NONVAT","JF-FRES BE","0.500"
"J31100301","Fresh Beef Picanha","724.5","KG","","No","NONVAT","JF-FRES BE","1.000"
"J31100302","Chilled Striploin Steak, 300gm","353.85","PC","31100158","No","NONVAT","JF-FRES BE","0.300"
"J31100303","Chilled Rump Steak, 300 gms","255.75","PC","31100159","No","NONVAT","JF-FRES BE","0.300"
"J31100304","Chilled Rib Eye Steaks, 300gms","186.3","PC","","No","NONVAT","JF-FRES BE","0.300"
"J31100305","Succulent Beef Steaks, 12x150g","450","KG","31100305","No","NONVAT","JF-FRES BE","1.800"
"J31100350","Beef Matumbo","80","KG","","No","NONVAT","JF-FRES BE","0.000"
"J31100351","Ox - xxxxxxxx","250","KG","","No","","","0.000"
"J31100352","Ox - Heart","250","KG","","No","NONVAT","JF-FRES BE","0.000"
"J31100390","Savoury Meat Balls, 300 gms","111.5","PC","31100390","No","NONVAT","JF-FRES BE","0.300"
"J31100391","Meat Balls, 1 Kg","350","PC","J3110391","No","NONVAT","JF-FRES BE","1.000"
"J31100392","Meat Balls, 500 gms","196.25","PC","J31100392","No","NONVAT","JF-FRES BE","0.500"
"J31100401","Java Beef Burger Per Kg","365.5","PC","","No","NONVAT","JF-FRSH BG","1.000"
"J31100402","Java Kiddie Burger 10x80gms","291.6","PC","","No","NONVAT","JF-FRSH BG","0.800"
"J31100403","Java  Burger 8Kg, Bulk","0","KG","","No","NONVAT","JF-FRSH BG","8.000"
"J31100410","Chicken Inn Burger 100gms","33.85","PC","31100410","No","NONVAT","JF-FRSH BG","0.100"
"J31100411","Chicken Inn Burger 80gm","27.64","PC","31100415","No","NONVAT","JF-FRSH BG","0.080"
"J31100415","Fresh Beef Burger 80 gms","34.4","PC","31100415","No","NONVAT","JF-FRSH BG","0.080"
"J31100416","Fresh Beef Burger 80 gms/Kg","0","KG","","No","NONVAT","JF-FRSH BG","0.000"
"J31100420","Fresh Boerewor Beef Burger200g","99.9","PC","","No","NONVAT","JF-FRSH BG","0.200"
"J31100421","Fresh Boerewor Beef Burger400g","142.6","PC","","No","NONVAT","JF-FRSH BG","0.400"
"J31100422","Fresh Boerewor Beef Burger 1kg","0","PC","","No","NONVAT","JF-FRSH BG","1.000"
"J31100501","Wimpy Burger 1kg","338.5","PC","31100501","No","NONVAT","JF-FRSH BG","1.000"
"J31100502","Wimpy Burger (10 x 80 gms)","270.8","PC","","No","NONVAT","JF-FRSH BG","0.800"
"J31120110","Chicken Burger 200gm","106.1","PC","","No","NONVAT","JF-FRSH BG","0.200"
"J31120111","Chicken Burger 1 kg","426","PC","31120111","No","NONVAT","JF-FRSH BG","1.000"
"J31120112","Chicken Burger 200g-pro","79.9","PC","","No","NONVAT","JF-FRSH BG","0.200"
"J31120113","Chicken Burger Meat Per Piece","1,095","PC","31120111","No","NONVAT","JF-FRSH BG","3.000"
"J31120114","Chicken Burger 1kg (special)","0","PC","","No","NONVAT","JF-FRSH BG","1.000"
"J31120115","Chicken Burger 400gms","183","PC","31120115","No","NONVAT","JF-FRSH BG","0.400"
"J31120116","Chicken Burger 80gm","34.4","PC","31120116","No","NONVAT","JF-FRSH BG","0.080"
"J31120121","Dorman's Fresh Burger 10x120g","451.8","PC","","No","NONVAT","JF-FRSH BG","1.200"
"J31120150","Vegetable Burger - 400 gms","0","PC","","No","NONVAT","JF-FRSH BG","0.400"
"J31120151","Vegetable Burger - 1 Kg","0","KG","","No","NONVAT","JF-FRSH BG","1.000"
"J31121001","Whole lamb 14-18kg","420","KG","31121001","No","NONVAT","JF-LAMB","1.000"
"J31121002","Lamb Leg /kg","605","KG","31121002","No","NONVAT","JF-LAMB","1.000"
"J31121003","Lamb Leg B'less 2.2kg","690","KG","31121003","No","NONVAT","JF-LAMB","1.000"
"J31121004","Mutton","248","KG","31121004","No","NONVAT","JF-LAMB","1.000"
"J31121005","Lamb Shoulder /kg","420","KG","31121005","No","NONVAT","JF-LAMB","1.000"
"J31121006","Cubed Bone-in Lamb /kg","769.5","KG","31121006","No","NONVAT","JF-LAMB","1.000"
"J31121007","Cubed B'less Lamb (Diced) /kg","670","KG","31121007","No","NONVAT","JF-LAMB","1.000"
"J31121008","lamb Loin, Bone In /kg","705","KG","31121008","No","NONVAT","JF-LAMB","1.000"
"J31121009","Lamb Shoulder Shanks /kg","105","KG","","No","NONVAT","JF-LAMB","1.000"
"J31121010","Lamb Off Cuts /kg","157.5","KG","","No","NONVAT","JF-LAMB","1.000"
"J31121011","Lamb Ribs /kg","195","KG","","No","NONVAT","JF-LAMB","1.000"
"J31121012","Lamb Loin Chops /kg","880","KG","31121012","No","NONVAT","JF-LAMB","1.000"
"J31121013","Lamb Shoulder Chops /kg","490","KG","31121013","No","NONVAT","JF-LAMB","1.000"
"J31121014","Rack of Lamb (12-14pcs) Per kg","980","KG","31121014","No","NONVAT","JF-LAMB","1.000"
"J31121015","lamb Loin Chops 500gm","390","PC","","No","NONVAT","JF-LAMB","0.500"
"J31121016","Lamb Shoulder Chops 500gm","225","PC","31121016","No","NONVAT","JF-LAMB","0.500"
"J31121017","Lamb Mince 500gm","195","PC","","No","NONVAT","JF-LAMB","0.500"
"J31121018"," Lamb Casserole","250","KG","31121018","No","NONVAT","JF-LAMB","1.000"
"J31121019","Lamb Hocks","115.5","KG","31121019","No","NONVAT","JF-LAMB","1.000"
"J31121020","Lamb Leg Shanks Per kg","842","KG","","No","NONVAT","JF-LAMB","1.000"
"J31121021","Sliced Lamb Leg Steak /kg","614.5","KG","31121021","No","NONVAT","JF-LAMB","1.000"
"J31121022","Hand of Lamb per kg","491","PC","","No","NONVAT","JF-LAMB","1.000"
"J31121023","Roast Leg of Lamb per kg","647","KG","","No","NONVAT","JF-LAMB","1.000"
"J31121024","Lamb Leg Steak w/out Shank /kg","462","KG","31121024","No","NONVAT","JF-LAMB","1.000"
"J31121025","Baron Of Lamb","592","KG","","No","NONVAT","JF-LAMB","1.000"
"J31121026","Saddle Of Lamb","571","KG","","No","NONVAT","JF-LAMB","1.000"
"J31121027","Sliced lamb Leg per kg","702.5","KG","","No","NONVAT","JF-LAMB","1.000"
"J31121028","Spurs Lamb Ribs /kg","231","KG","","No","NONVAT","JF-LAMB","1.000"
"J31121029","Lamb Kidney, Per Kg","125","KG","","No","NONVAT","JF-LAMB","1.000"
"J31121030","Lamb Loin Boneless, Per kg","737","KG","","No","NONVAT","JF-LAMB","1.000"
"J31121031","Lamb Mince, Per Kg","369","KG","","No","NONVAT","JF-LAMB","1.000"
"J31130001","Transport surcharge-Nbi","2","KG","","No","VAT16","K35-OTHRVA","0.000"
"J31130002","Tran  surcharge-Thika,Uthiru","3","KG","","No","VAT16","K35-OTHRVA","0.000"
"J31130003","Tran Surcharge- Mks,Centr Rift","2,500","KG","","No","VAT16","K35-OTHRVA","0.000"
"J31130004","Transport Surcharge-Kaw/Kang","2.5","KG","","No","VAT16","K35-OTHRVA","0.000"
"K35010101","Doinyo Blue H-land(Sec)4x2.7kg","762.5","KG","35010101","No","VAT16","K35-CHEESE","2.700"
"K35010102","Doinyo' Blue H-land (W)4x2.5kg","762.5","KG","35010102","No","VAT16","K35-CHEESE","2.500"
"K35010202","Browns Brie 125gms","246.6","PC","","No","VAT16","K35-CHEESE","0.125"
"K35010204","Browns Chevre - Soft Goats Ch.","280.2","PC","","No","VAT16","K35-CHEESE","0.100"
"K35010207","Brown Garlic Herb Roule 200gms","257.8","PC","","No","VAT16","K35-CHEESE","0.200"
"K35010209","Browns Mini Gouda 200gms","246.6","PC","","No","VAT16","K35-CHEESE","0.200"
"K35010210","Browns Mini Gouda w/Caraway","246.6","PC","","No","VAT16","K35-CHEESE","0.200"
"K35010211","Browns Camembert Picnic 30gm","39.3","PC","","No","VAT16","K35-CHEESE","0.030"
"K35010212","Browns Cream Cheese Bulk /kg","840.55","KG","","No","VAT16","K35-CHEESE","1.000"
"K35010213","Browns Herb Roll 1 Kg","924.6","KG","","No","VAT16","K35-CHEESE","1.000"
"K35010214","Brn's Bleu De Brun Half Ch /Kg","1,008.7","PC","","No","VAT16","K35-CHEESE","0.500"
"K35010215","Browns Cheddar - Bulk","1,456.9","KG","","No","VAT16","K35-CHEESE","1.000"
"K35010216","Browns Cream Ch. Garlic 100gms","134.5","PC","","No","VAT16","K35-CHEESE","0.100"
"K35010217","Browns Cream Ch. Pilipili 100g","134.5","PC","","No","VAT16","K35-CHEESE","0.100"
"K35010218","Browns Cream Ch. Plain 100gms","134.5","PC","","No","VAT16","K35-CHEESE","0.100"
"K35010220","Browns Dip 300 gms","246.6","PC","","No","VAT16","K35-CHEESE","0.300"
"K35010222","Browns Pizella 200gms","207.35","PC","","No","VAT16","K35-CHEESE","0.200"
"K35010224","Browns Scottish Cream Ch. 100g","190.55","PC","","No","VAT16","K35-CHEESE","0.100"
"K35010226","Browns Whole Brie (Ripened)1Kg","3,138","KG","","No","VAT16","K35-CHEESE","1.000"
"K35010227","Browns Grated Cheddar 500gms","672.5","PC","","No","VAT16","K35-CHEESE","0.500"
"K35010231","Browns Mozzarella - 200 gms","207.35","PC","","No","VAT16","K35-CHEESE","0.200"
"K35010232","Brown's Cheddar Portioned 250g","336.3","PC","","No","VAT16","K35-CHEESE","0.250"
"K35010233","Stone Rich Ripe Blue 150gms","336.3","PC","","No","VAT16","K35-CHEESE","0.150"
"K35010234","Browns Camembert 200gms","291.4","PC","","No","VAT16","K35-CHEESE","0.200"
"K35010235","Browns Gouda  1.5-2.2kg","1,008.65","KG","","No","VAT16","K35-CHEESE","1.000"
"K35010236","Browns Pizella 200gms","207.35","PC","","No","VAT16","K35-CHEESE","0.200"
"K35010237","Browns Ricota 420gms","201.75","PC","","No","VAT16","K35-CHEESE","0.420"
"K35010238","Browns Mascapone 200 gms","302.6","PC","","No","VAT16","K35-CHEESE","0.200"
"K35010241","Browns Halloumi Cheese 200gms","313.8","PC","","No","VAT16","K35-CHEESE","0.200"
"K35010242","Browns Bleu De Brun 150gms","291.4","PC","","No","VAT16","K35-CHEESE","0.150"
"K35010243","Browns Gouda Portioned 200gms","246.6","PC","","No","VAT16","K35-CHEESE","0.200"
"K35010244","Browns Feta 180gms","246.6","PC","","No","VAT16","K35-CHEESE","0.180"
"K35010245","Stone Rich Ripe Blue Bulk","1,344.9","KG","","No","VAT16","K35-CHEESE","1.000"
"K35010246","Brown's Spiced Baby Gouda,200g","246.6","PC","","No","VAT16","K35-CHEESE","0.200"
"K35010247","Brown's Provolone, 1 Kg","1,170","KG","","No","VAT16","K35-CHEESE","1.000"
"K35010248","Brown's Bocconcini, 250gms","302.58","PC","","No","VAT16","K35-CHEESE","0.250"
"K35010249","Brown's Lemon Pepper Feta,200g","358.62","PC","","No","VAT16","K35-CHEESE","0.200"
"K35010250","Brown's Mozarella Bulk, 1kg","1,008.62","KG","","No","VAT16","K35-CHEESE","1.000"
"K35010251","Brown's Soft Cheese, 250 gms","210.13","PC","","No","VAT16","K35-CHEESE","0.250"
"K35010602","DoinyoC-bell Cream(T)-24x400ml","6,057.6","CARTON","35010602","No","VAT16","K35-CHEESE","0.400"
"K35010603","DoinyoC-bell Cream(T)-60x200ml","8,520","CARTON","35010603","No","VAT16","K35-CHEESE","0.200"
"K35010604","DoinyoC-bell Milk(T)-24x400mls","88.4","PC","35010604","No","VAT16","K35-CHEESE","0.400"
"K35010605","Doinyo C-bell Cream(T)24x200ml","3,496.5","CARTON","35010601","No","VAT16","K35-CHEESE","0.200"
"K35010701","Doinyo Cream Che.:Plain24x250g","185.42","PC","35010701","No","VAT16","K35-CHEESE","0.250"
"K35010802","Doinyo Derbyshire Cheese 2x5kg","666","KG","35010801","No","VAT16","K35-CHEESE","1.000"
"K35010901","Doinyo-L Camembert-12x200gms","241.5","PC","35010901","No","VAT16","K35-CHEESE","0.200"
"K35010902","Doinyo-L Cheddar C. 3.5kg","555","KG","35010902","No","VAT16","K35-CHEESE","3.500"
"K35010903","Doinyo-L Cottage Cheese 1kg","381.5","PC","35010903","No","VAT16","K35-CHEESE","1.000"
"K35010904","Doinyo-L Cottage-C 12x500gms","2,397","CARTON","35010904","No","VAT16","K35-CHEESE","0.500"
"K35010905","Doinyo-L Cottage-C 24x250gms","110.25","PC","35010905","No","VAT16","K35-CHEESE","0.250"
"K35010906","Doinyo Cream Cheese Plain 1kg","640.5","PC","35010906","No","VAT16","K35-CHEESE","1.000"
"K35010907","Doinyo-L H/land Jeera-C 2x5kg","666","KG","35010907","No","VAT16","K35-CHEESE","5.000"
"K35010908","Doinyo-L Low Fat-Cheese 1kg","352","PC","35010908","No","VAT16","K35-CHEESE","1.000"
"K35010909","Doinyo-L/F/Cheese P. 24x250gm","114.8","PC","35010909","No","VAT16","K35-CHEESE","0.250"
"K35010910","Doinyo-L Tilsiter-C 4x3.5 kg","627","KG","35010910","No","VAT16","K35-CHEESE","3.500"
"K35010911","Doinyo P-Cheddar (16x250gm)","674.5","KG","35010911","No","VAT16","K35-CHEESE","0.000"
"K35010913","Doinyo Tilsiter ch P. 16x250gm","665.5","KG","35010913","No","VAT16","K35-CHEESE","0.250"
"K35010914","Cheddar Cheese 16x250gm","563","KG","","No","VAT16","K35-CHEESE","0.250"
"K35010915","DoinyoLow Fat Che 24x250g-Exp","2,268","CARTON","35010915","No","VAT16","K35-CHEESE","0.250"
"K35010916","DoinyoCottage Che 24x250gm-Exp","2,190","CARTON","35010916","No","VAT16","K35-CHEESE","0.250"
"K35010918","Retail Portioned Cheddar 250g","168.057","PC","35010918","No","VAT16","K35-CHEESE","0.263"
"K35010920","Doinyo Cream Che. 24x250gm-Exp","3,756","CARTON","35010917","No","VAT16","K35-CHEESE","0.250"
"K35011005","Doinyo' Gruyere Cheese 4x4.5kg","666","KG","35011001","No","VAT16","K35-CHEESE","4.500"
"K35011104","Doinyo'  H/Pizza Cheese2x5kg","634.5","KG","35011104","No","VAT16","K35-CHEESE","5.000"
"K35011105","H/land Gouda 4-5kg","634.5","KG","35011101","No","VAT16","K35-CHEESE","4.500"
"K35011107","H/land Paneer Cheese 4x250g","442.5","KG","33011103","No","VAT16","K35-CHEESE","0.000"
"K35011108","Doinyo-L Red/H C.Por 16x250gm","673","KG","35011106","No","VAT16","K35-CHEESE","0.250"
"K35011109","Retail Portioned H/Paneer 263g","99.75","PC","","No","VAT16","K35-CHEESE","0.250"
"K35011302","Mozarella Cheese Bulk(1-10/kg)","496.5","KG","35011302","No","VAT16","K35-CHEESE","1.000"
"K35011303","Doinyo' Mozarella Cheese -1kg","529.5","KG","35011303","No","VAT16","K35-CHEESE","1.000"
"K35011402","Doinyo Red H/land Cheese 4x4kg","590.5","KG","35011401","No","VAT16","K35-CHEESE","4.000"
"K35011403","Retail Red H/land Cheese 250gm","168.057","PC","35011403","No","VAT16","K35-CHEESE","0.263"
"K35011501","Doinyo Red Leicester-C 2x5kg","666","KG","35011501","No","VAT16","K35-CHEESE","5.000"
"K35011601","Doinyo White Stilton C. 4x3kg","627","KG","35011601","No","VAT16","K35-CHEESE","3.000"
"K35011602","Lamuria Cheese 10x500g","2,284","CARTON","35011602","No","VAT16","K35-CHEESE","2.500"
"K35011603","Doinyo White Stilton 16 x 250g","631","KG","35011603","No","VAT16","K35-CHEESE","0.250"
"K35012001","HappyCow Cheddar Cheese 3.5Kgs","611","KG","35012001","No","VAT16","K35-CHEESE","3.500"
"K35013001","Parmesan Cheese /kg","1,757.5","KG","","No","VAT16","K35-CHEESE","1.000"
"K35013005","Parmessan per Kg","5,323.5","KG","","No","VAT16","K35-CHEESE","1.000"
"K35013006","Raka Cheddar Cheese 2.5Kg","520.5","KG","35013006","No","VAT16","K35-CHEESE","2.500"
"K35013007","Daima Red Highland Cheese 2Kgs","536.5","KG","35011401","No","VAT16","K35-CHEESE","2.000"
"K35013008","Raka Paneer Slices 250gms","148.5","PC","35013008","No","VAT16","K35-CHEESE","0.250"
"K35013009","Raka Mozarella Per Kilo","573.5","KG","35011301","No","VAT16","K35-CHEESE","1.000"
"K35013010","Raka Blue Mini Cheese 250g","224.5","PC","35013010","No","VAT16","K35-CHEESE","0.250"
"K35013011","Raka Mozzarella Cheese 2.5Kgs","499","KG","35013011","No","VAT16","K35-CHEESE","2.500"
"K35013012","Raka Cheddar Slice  250gms","160.5","PC","35013012","No","VAT16","K35-CHEESE","0.250"
"K35013013","Raka CheddarSand/ Slice 250gms","203","PC","35013013","No","VAT16","K35-CHEESE","0.250"
"K35013014","Raka Semi Hard Goat 250gms","333.375","PC","35013014","No","VAT16","K35-CHEESE","0.250"
"K35013015","Raka Mozarella 300gms","172","PC","35013015","No","VAT16","K35-CHEESE","0.300"
"K35013016","Raka Paneer Block, Per Kg","441","KG","35013008","No","VAT16","K35-CHEESE","1.000"
"K35013017","Raka Paneer Slices 400gms","228.2","PC","35013017","No","VAT16","K35-CHEESE","0.400"
"K35013018","Raka Feta Goat Cheese  250gms","333.375","PC","35013018","No","VAT16","K35-CHEESE","0.250"
"K35013019","Raka G/Cheese Original 6x200gm","221.6","PC","","No","VAT16","K35-CHEESE","0.200"
"K35013020","Raka Semi Hard Goat 400gms","525","PC","","No","VAT16","K35-CHEESE","0.400"
"K35013021","Raka Pizza Slice 400gms","294.2","PC","35013021","No","VAT16","K35-CHEESE","0.400"
"K35013022","Raka Grated Cheddar 100gms","93.25","PC","35013022","No","VAT16","K35-CHEESE","0.100"
"K35013023","Raka Cheddar Slice 400gms","241.6","PC","35013023","No","VAT16","K35-CHEESE","0.400"
"K35013024","Raka Feta Goat Cheese  100gms","144.4","PC","35013024","No","VAT16","K35-CHEESE","0.100"
"K35013025","Raka Feta Goat Cheese 400gms","525","PC","","No","VAT16","K35-CHEESE","0.400"
"K35013026","Raka Pizza 2.5 Kg Block","563","KG","35013026","No","VAT16","K35-CHEESE","2.500"
"K35013027","Raka Feta 2.5 Kg Block","1,256.5","KG","35013027","No","VAT16","K35-CHEESE","2.500"
"K35013028","Raka Chevre 2.5 Kg Block","1,256.5","KG","35013028","No","VAT16","K35-CHEESE","2.500"
"K35013029","Raka G/Cheese B.Pepper 6x200gm","234.6","PC","","No","VAT16","K35-CHEESE","0.200"
"K35013030","Raka G/Cheese Garlic 6x200gm","226.8","PC","","No","VAT16","K35-CHEESE","0.200"
"K35013040","Coconut Cheese","2,200","KG","","No","VAT16","K35-CHEESE","1.000"
"K35030101","Nightingale Turkey(whole)6-11k","436","KG","","No","VAT00","K35-TURKEY","1.000"
"K35030102","Catering Turkey","433.5","KG","","No","VAT00","K35-TURKEY","1.000"
"K35030103","Processing Turkey","433.5","KG","","No","VAT00","K35-TURKEY","1.000"
"K35030106","Fresh Turkey Roast 1kg","0","KG","35030106","No","VAT00","K35-TURKEY","1.000"
"K35030120","Raka Pizza Slice 250gms","189.25","PC","35030120","No","VAT16","K35-CHEESE","0.250"
"K35040100","Turkey Bones per kg","37","KG","35040100","No","VAT00","K35-TURKEY","1.000"
"K35040101","Rolled Turkey b/less 6-15kg","798","KG","35040101","No","VAT00","K35-TURKEY","1.000"
"K35040103","Turkey Breasts","856","KG","35040103","No","VAT00","K35-TURKEY","1.000"
"K35040104","Turkey Legs","231","KG","35040104","No","VAT00","K35-TURKEY","1.000"
"K35040105","Turkey Ribs /kg","273","KG","35040104","No","VAT00","K35-TURKEY","1.000"
"K35040106","Turkey Mini Drumsticks/kg","273","KG","","No","VAT00","K35-TURKEY","1.000"
"K35040107","Turkey Drumsticks per Kg","173.5","KG","","No","VAT00","K35-TURKEY","1.000"
"K35040108","Diced Turkey","614.5","KG","35040108","No","VAT00","K35-TURKEY","1.000"
"K35040109","Turkey Thigh, Boneless Per Kg","394","KG","35040109","No","VAT00","K35-TURKEY","1.000"
"K35040110","Diced Turkey- Bone In","446.5","KG","35040110","No","VAT00","K35-TURKEY","1.000"
"K35040111","Turkey Thigh, Bone In Per Kg","304.5","KG","35040109","No","VAT00","K35-TURKEY","1.000"
"K35040112","Smoked Turkey Breast per kg","1,097.5","KG","","No","VAT00","K35-TURKEY","1.000"
"K35040113","Turkey Breast with Wing Bone","856","KG","35040113","No","VAT00","K35-TURKEY","1.000"
"K35040115","Turkey Roast","1,316","KG","35040115","No","VAT16","K35-TURKEY","1.000"
"K35040116","Cooked Stuffed Turkey Thigh","510","KG","","No","VAT16","K35-TURKEY","1.000"
"K35040119","Turkey Wings","115.5","KG","35040105","No","VAT00","K35-TURKEY","1.000"
"K35040120","Turkey Breast, 542 gms","567","KG","35040120","No","VAT00","K35-TURKEY","0.542"
"K35040121","Turkey Fillet, 542 gms","567","KG","35040121","No","VAT00","K35-TURKEY","0.542"
"K35040122","Turkey Pieces, 542 gms","378","KG","","No","VAT00","K35-TURKEY","0.542"
"K35040123","Turkey Leg, 542 gms","441","KG","","No","VAT00","K35-TURKEY","0.542"
"K35040124","Turkey Thigh, 542 gms","378","KG","","No","VAT00","K35-TURKEY","0.542"
"K35040125","Turkey Drumstick, 542 gms","378","KG","","No","VAT00","K35-TURKEY","0.542"
"K35040126","Turkey Mince, 542 gms","378","KG","35040126","No","VAT00","K35-TURKEY","0.542"
"K35060102","Nile Perch Fillet","565","KG","35060102","No","VAT00","K35-FISH","1.000"
"K35060103","FCL Tilapia Fillet","600","KG","35060103","No","VAT00","K35-FISH","5.000"
"K35060104","Smkd Salmon/kg","3,250","KG","","No","NONVAT","K35-FISH","0.000"
"K35060105","DTF Tilapia  Fillet","600","KG","35060103","No","VAT00","K35-FISH","1.000"
"K35060116","Octopus","420","KG","","No","NONVAT","K35-FISH","1.000"
"K35060120","Smoked Sail Fish /kg","1,535.16","KG","","No","VAT16","K35-FISH","1.000"
"K35060121","Red Snapper Fillet","700","KG","","No","NONVAT","K35-FISH","1.000"
"K35060122","Frozen Squid Whole, Per Kg","500","KG","","No","NONVAT","K35-FISH","1.000"
"K35060123","Frozen Prawns - Peeled","2,560","KG","","No","NONVAT","K35-FISH","1.000"
"K35060124","Sole Fish/ kg","690","KG","","No","NONVAT","K35-FISH","1.000"
"K35060125","Fresh Salmon/ kg","2,990","KG","","No","NONVAT","K35-FISH","1.000"
"K35060126","Smoked Tilapia/ kg","916","KG","","No","VAT16","K35-FISH","1.000"
"K35060127","Cocktail Prawns, Per Kg","1,000","KG","","No","VAT00","K35-FISH","1.000"
"K35060128","Fresh Frozen Salmon Fillets/kg","2,990","KG","","No","VAT00","K35-FISH","1.000"
"K35060129","Shrimp Peeled, Per Kg","775","KG","","No","VAT00","K35-FISH","1.000"
