"1","A & K Mobile Camping Limited","P.O. Box 59749","556664","The Accountant","OD2344","001","002","0","0","Class 1","0","D001","002","002"
"101","Braeburn High School-Catering","P.O.Box 16944","","The Accountant","OD2344","001","002","0","0","Class 1","0","D001","002","002"
"105","Kenya Safari Lodges-Ngulia S.L","P.O. Box 90414","0147-30091/30000","The Accountant","OD2344","001","002","0","0","Class 1","0","D001","002","002"
"108","Kenton College","P.O. Box 30017","560260","Accountant","OD2344","001","002","0","0","Class 1","0","D001","002","002"
"111","Kianda Catering Department","P.O. Box 374","441934","The Accountant","OD2344","001","002","0","0","Class 1","0","D001","002","002"
113,Settlers Stores Ltd,P.O. Box 7,22702/32005,,00113-UPC,NYERI,UPC,0,0,VAT16,0,1,Default,Credit Customer
129,Shaan Enterprises,P.O. Box 66,"0176-2505, 2631",The Accountant,00129-UPC,NYERI,UPC,0,0,VAT16,0,1,Default,Credit Customer
147,Olpejeta,,,,,NYERI,,0,0,VAT16,0,1,Default,Credit Customer
