"J31010101","Pork Chipolatas 200gms","121","001","31010101","No","Class 1","002","0.200","001","005","1106"
"J31010102","Pork Chipolatas 1kg","589.5","001","31010101","No","Class 1","002","0.200","001","005","1106"
"J31010103","Pork Cocktail Chipolatas 1kg","0.2345","001","31010101","No","Class 1","002","0.200","001","005","1106"
"J31010104","Cocktail Sausages 1kg","692.5","001","31010101","No","Class 1","002","0.200","001","005","1106"

