"O005","1","Braeside",""
"O005","2","Braeburn High School-Catering",""
"O005","3","College",""
"O005","4","Braeburn High School-Nanyuki",""
"O005","5","Braeburn Imani Internl School",""
"O002","01","Amboseli",""
"O002","02","L. Naivasha",""
"O002","03","Samburu",""
"O002","04","Mara Sopa Ltd",""
"O003","1","Galito's Nyali",""
"O003","3","Creamy Inn Nyali",""
