ProductCode, PriceGroupCode, Value
"31010102","ABC","486.5"
"31010102","AHMED SEIF","2.51"
"31010102","ASC","446"
"31010102","ASMARA","3.28"
"31010102","B/CHOICE","2.78"
"31010102","B/CHOICE 2","2.83"
"31010102","B/EMB 2","2.07"
"31010102","BABY LOIN","486.5"
"31010102","BAMBIS","3.63"
"31010102","BCLSRITDSM","2.78"
"31010102","BELLY","486.5"
"31010102","BF OLD  SP","486.5"
"31010102","BOBS BAR","446"
"31010102","BRIGHT","2.78"
"31010102","BRITISH","408.75"
"31010102","BRITISH_AD","3.5"
"31010102","CH-DAR-ES","2.78"
"31010102","CHRIS","3.42"
"31010102","COASTB","468.05"
"31010102","DOR_AGAK","3.96"
"31010102","EXFACTORY2","2.78"
"31010102","EXFACTORY3","2.78"
"31010102","EXFACTORYC","2.78"
"31010102","F.O.C.","0"
"31010102","FOB","3.28"
"31010102","FOB010107","4.26"
"31010102","FOB11204","3.44"
"31010102","FOB11204IA","3.44"
"31010102","FOB11204IK","3.44"
"31010102","FOB11204OB","3.44"
"31010102","FOB11204PP","3.44"
"31010102","FOB11204RI","3.44"
"31010102","FOB150705","3.79"
"31010102","GERM EMBAS","3.93"
"31010102","GLACIERES","3.44"
"31010102","GONDENI","446"
"31010102","HANA_GEO","3.93"
"31010102","HERITAGE","486.5"
"31010102","HOLIDAY2","486.5"
"31010102","INDIAN","468.3"
"31010102","INNSCOR2","486.5"
"31010102","KIJENGE_S","3.57"
"31010102","LABADE","3.44"
"31010102","MAX MART","4.07"
"31010102","MSADEC","496.5"
"31010102","MSAHOTEL","494"
"31010102","MT_KENYA","357.75"
"31010102","NAIROBI","440.95"
"31010102","NAIROBISCH","440.95"
"31010102","NASMSA","441"
"31010102","NRBDEC","486.5"
"31010102","NRBHOTEL","486.5"
"31010102","NYALI","446"
"31010102","OBEROI","3.44"
"31010102","OLJUMOKE","77.86"
"31010102","PAKLTD","3.57"
"31010102","PAULINE","3.73"
"31010102","PDA_FOC","0"
"31010102","PK DRIFT U","468.3"
"31010102","PK HEM UPC","468.3"
"31010102","PK SHIPSCH","468.3"
"31010102","PORK SPECX","446"
"31010102","PORK/BEEF","446"
"31010102","RASHID","5.3"
"31010102","SCORE","3.42"
"31010102","SERENA","486.5"
"31010102","SERENA CH","3.42"
"31010102","SERENA-NEW","3.28"
"31010102","SERENA-TZ","2.78"
"31010102","SERTZOLDIS","2.78"
"31010102","SHOPRITE","3.42"
"31010102","SODEX-FAC","3.5"
"31010102","SPIN_ABU","4.35"
"31010102","SPIN_BAH","4.35"
"31010102","SPIN_RETAI","4.07"
"31010102","STAFF","162"
"31010102","STAFF 2007","174"
"31010102","STAFF B","160"
"31010102","TCS-AIR","3.5"
"31010102","TEST","463.05"
"31010102","TESTB","473.5"
"31010102","TIWI","468.3"
"31010102","TPS-RWANDA","4.7"
"31010102","TZ 010608","2.98"
"31010102","U/TURN MW.","2.71"
"31010102","UCHUMI-UG","4.87"
"31010102","UPPER-ZON","3.57"
"31010102","U-TURN","2.78"
"31010102","UTURN07","2.83"
"31010102","WATSON CAT","445.95"
"31010102","X","468.05"
"31010102","YR-CHOICE","3.13"
"31015102","AHMED SEIF","2.65"
"31015102","AL_JAZIRA","3.83"
"31015102","ASC","445.95"
"31015102","ASMARA","3.43"
"31015102","B/CHOICE","2.93"
"31015102","B/CHOICE 2","3.01"
"31015102","B/EMB 2","2.16"
"31015102","BAMBIS","3.63"
"31015102","BCL DISC","2.94"
"31015102","BCLSRITDSM","2.93"
"31015102","BOBS BAR","445.95"
"31015102","BRIGHT","2.93"
"31015102","BRITISH_AD","3.5"
"31015102","CH-DAR-ES","2.93"
"31015102","CHRIS","3.57"
"31015102","COASTB","445.95"
"31015102","DOR_AGAK","4.79"
"31015102","EXFACTORY2","2.93"
"31015102","EXFACTORY3","2.93"
"31015102","EXFACTORYC","2.93"
"31015102","F.O.C.","0"
"31015102","FOB","3.43"
"31015102","FOB010107","4.46"
"31015102","FOB11204","3.6"
"31015102","FOB11204IA","3.6"
"31015102","FOB11204IK","3.6"
"31015102","FOB11204OB","3.6"
"31015102","FOB11204PP","3.6"
"31015102","FOB11204RI","3.6"
"31015102","FOB150705","3.96"
"31015102","GERM EMBAS","3.93"
"31015102","GLACIERES","3.6"
"31015102","GONDENI","445.95"
"31015102","HANA_GEO","3.93"
"31015102","INDIAN","468.2475"
"31015102","KIJENGE_S","3.57"
"31015102","LABADE","3.6"
"31015102","MAX MART","4.26"
"31015102","MSADEC","445.95"
"31015102","MT_KENYA","357.75"
"31015102","NAIROBI","440.95"
"31015102","NAIROBISCH","440.95"
"31015102","NRBDEC","486.5"
"31015102","NYALI","445.95"
"31015102","OBEROI","3.6"
"31015102","OLJUMOKE","77.86"
"31015102","PAKLTD","3.57"
"31015102","PAULINE","3.73"
"31015102","PDA_FOC","0"
"31015102","PK DRIFT U","468.2475"
"31015102","PK HEM UPC","468.2475"
"31015102","PK SHIPSCH","468.2475"
"31015102","PORK SPECX","445.95"
"31015102","PORK/BEEF","445.95"
"31015102","RASHID","5.17"
"31015102","SCORE","3.57"
"31015102","SERENA CH","3.57"
"31015102","SERENA-NEW","3"
"31015102","SERENA-TZ","2.92"
"31015102","SERTZOLDIS","2.78"
"31015102","SHOPRITE","3.57"
"31015102","SODEX-FAC","3.7"
"31015102","STAFF","189"
"31015102","STAFF 2007","204"
"31015102","STAFF B","156"
"31015102","SUDANFOB07","4.91"
"31015102","TIWI","468.2475"
"31015102","TPS-RWANDA","4.46"
"31015102","TZ 010608","3.16"
"31015102","U/TURN MW.","2.85"
"31015102","UPPER-ZON","3.57"
"31015102","U-TURN","2.93"
"31015102","UTURN07","3.01"
"31015102","WATSON CAT","445.95"
"31015102","YR-CHOICE","3.11"
"31031802","ABC","234.5"
"31031802","AHMED SEIF","1.5"
"31031802","AL_JAZIRA","1.89"
"31031802","ASC","204.5"
"31031802","ASMARA","1.75"
"31031802","B/CHOICE","1.3"
"31031802","B/CHOICE 2","1.484"
"31031802","BABY LOIN","234.5"
"31031802","BAMBIS","1.79"
"31031802","BCL DISC","1.484"
"31031802","BCL GRR","1.4"
"31031802","BCLSRITDSM","1.3"
"31031802","BELLY","234.5"
"31031802","BF OLD  SP","234.5"
"31031802","BOBS BAR","204.5"
"31031802","BRIGHT","1.3"
"31031802","BRITISH","187.4"
"31031802","BRITISH_AD","1.63"
"31031802","CH-DAR-ES","1.5"
"31031802","CHRIS","1.43"
"31031802","COASTB","214.6"
"31031802","DOR_AGAK","2.41"
"31031802","EX-FACTORY","1.5"
"31031802","EXFACTORY2","1.5"
"31031802","EXFACTORY3","1.5"
"31031802","EXFACTORYC","1.5"
"31031802","F.O.C.","0"
"31031802","FOB","1.75"
"31031802","FOB010107","2.27"
"31031802","FOB11204","1.84"
"31031802","FOB11204IA","1.84"
"31031802","FOB11204IK","1.84"
"31031802","FOB11204OB","1.84"
"31031802","FOB11204PP","1.84"
"31031802","FOB11204RI","1.84"
"31031802","FOB150705","2.02"
"31031802","GERM EMBAS","1.93"
"31031802","GIKOMBA","145"
"31031802","GLACIERES","1.84"
"31031802","GONDENI","204.5"
"31031802","HANA_GEO","1.93"
"31031802","HERITAGE","234.5"
"31031802","HOLIDAY2","234.5"
"31031802","INDIAN","214.725"
"31031802","INNSCOR2","234.5"
"31031802","KIJENGE_S","1.5"
"31031802","LABADE","1.84"
"31031802","MAX MART","2.27"
"31031802","MAX MART07","2.27"
"31031802","MSADEC","239.5"
"31031802","MSAHOTEL","226.75"
"31031802","MT_KENYA","164.2"
"31031802","NAIROBI","202.1"
"31031802","NAIROBISCH","202.1"
"31031802","NAKUKIGALI","3.05"
"31031802","NAKUMATT","191"
"31031802","NASMSA","202"
"31031802","NRBDEC","234.5"
"31031802","NRBHOTEL","223"
"31031802","NYALI","204.5"
"31031802","OBEROI","1.84"
"31031802","OLJUMOKE","1.78"
"31031802","PAKLTD","1.75"
"31031802","PAULINE","1.71"
"31031802","PDA_FOC","0"
"31031802","PK DRIFT U","214.725"
"31031802","PK HEM UPC","214.725"
"31031802","PK SHIPSCH","214.725"
"31031802","PORK SPECX","204.5"
"31031802","PORK/BEEF","204.5"
"31031802","RASHID","2.56"
"31031802","SAM PATEL","105.66"
"31031802","SAMMY","145"
"31031802","SCORE","1.43"
"31031802","SERENA","234.5"
"31031802","SERENA CH","1.43"
"31031802","SERENA-NEW","1.45"
"31031802","SERENA-TZ","1.3"
"31031802","SERTZOLDIS","1.3"
"31031802","SHOPRITE","1.5"
"31031802","SODEX-FAC","1.3"
"31031802","STAFF","91"
"31031802","STAFF 2007","91"
"31031802","STAFF B","83"
"31031802","SUDANFOB07","2.5"
"31031802","TEST","212.1"
"31031802","TESTB","217.5"
"31031802","TIWI","214.725"
"31031802","TZ 010608","1.484"
"31031802","U/TURN MW.","1.4"
"31031802","UPPER-ZON","1.5"
"31031802","U-TURN","1.4"
"31031802","UTURN07","1.484"
"31031802","WATSON CAT","204.6"
"31031802","X","214.6"
"31031802","XMAS PCKS","89"
"31031802","YR-CHOICE","1.59"
"31090101","A/JAZIRA","6.69"
"31090101","AHMED SEIF","2"
"31090101","AL_JAZIRA","4.19"
"31090101","ALJAZIRA","3.66"
"31090101","ALMAFD","3,300"
"31090101","ALPHA TRAD","4.37"
"31090101","ALSEER0106","4.98"
"31090101","ARIF MANJI","2.21"
"31090101","ASC","445"
"31090101","ASMARA","2.71"
"31090101","B/CHOICE","2.32"
"31090101","B/CHOICE 2","2.49"
"31090101","BCLSRITDSM","2.21"
"31090101","BELLY","300"
"31090101","BOBS BAR","240"
"31090101","BRIGHT","2.21"
"31090101","CH-DAR-ES","2.21"
"31090101","CHRIS","2.9"
"31090101","COASTB","420"
"31090101","DOR_AGAK","1.84"
"31090101","ELFAB","4.27"
"31090101","ELFAB0106","4.85"
"31090101","ELFAB-AIR","2.95"
"31090101","EXC_TASTE","466"
"31090101","EX-FACTORY","2.32"
"31090101","EXFACTORY2","2.32"
"31090101","EXFACTORY3","2.32"
"31090101","EXFACTORYC","2.32"
"31090101","F.O.C.","0"
"31090101","FAIRVIEW","384"
"31090101","FARMFRESH","3,300"
"31090101","FOB","3.66"
"31090101","FOB010107","5.01"
"31090101","FOB11204","3.66"
"31090101","FOB11204IA","3.66"
"31090101","FOB11204IK","3.66"
"31090101","FOB11204OB","3.66"
"31090101","FOB11204PP","3.66"
"31090101","FOB11204RI","3.66"
"31090101","FOB150705","4.63"
"31090101","GLACIERES","3.66"
"31090101","GONDENI","240"
"31090101","GOVERN","384"
"31090101","HOLIDAY2","300"
"31090101","INDIAN","408.45"
"31090101","INTER_SMKT","3.07"
"31090101","LABADE","3.66"
"31090101","MATRA","2.1"
"31090101","MAX MART","4.78"
"31090101","MSADEC","300"
"31090101","MSAHOTEL","300"
"31090101","NAIROBI","200"
"31090101","NYALI","389"
"31090101","OBEROI","3.66"
"31090101","PDA_FOC","0"
"31090101","PK DRIFT U","408.45"
"31090101","PK HEM UPC","408.45"
"31090101","PK SHIPSCH","467.25"
"31090101","PORK BLOCK","384"
"31090101","PORK LOIN","384"
"31090101","PORK SPECX","389"
"31090101","PORK/BEEF","240"
"31090101","SCORE","2.9"
"31090101","SEA-DXB","3.25"
"31090101","SERENA CH","2.9"
"31090101","SERENA-NEW","2.25"
"31090101","SERENA-TZ","2.21"
"31090101","SERTZOLDIS","2.21"
"31090101","SHOPRITE","2.9"
"31090101","SPIN_FD","4.38"
"31090101","SPINABU-SE","3.25"
"31090101","TCS_ORGANI","6.89"
"31090101","TCS-AIR","2.6"
"31090101","TCS-AIR157","7.24"
"31090101","TCS-AIR6/6","2.76"
"31090101","TCS-AIR8/5","3.03"
"31090101","TCS-ORG 2","8.68"
"31090101","TCS-SEA","3.25"
"31090101","TCS-SEA1/4","4.05"
"31090101","TEST","457"
"31090101","TIWI","295"
"31090101","U/TURN MW.","2.49"
"31090101","U-TURN","2.49"
"31090101","WATSON CAT","300"
"31090101","Y/C 010608","4.73"
"31090101","YR-CHOICE","4.5"
"31090142","ABC","360"
"31090142","AHMED SEIF","2.87"
"31090142","ALPHA TRAD","3.92"
"31090142","ARIF MANJI","4.128"
"31090142","ASC","300"
"31090142","B/CHOICE","3.89"
"31090142","B/CHOICE 2","4.38"
"31090142","BABY LOIN","485.5"
"31090142","BELLY","360"
"31090142","BF OLD  SP","360"
"31090142","BOBS BAR","280"
"31090142","BRITISH","387.15"
"31090142","BRITISH_AD","3.44"
"31090142","CH-DAR-ES","3.61"
"31090142","CHRIS","4.3"
"31090142","COASTB","390"
"31090142","EXC_TASTE","535"
"31090142","EX-FACTORY","3.89"
"31090142","EXFACTORY2","3.89"
"31090142","EXFACTORY3","3.89"
"31090142","EXFACTORYC","3.89"
"31090142","F.O.C.","0"
"31090142","FAIRVIEW","440"
"31090142","FOB","4.42"
"31090142","FOB SEA","3.62"
"31090142","FOB010107","5.47"
"31090142","FOB11204","4.42"
"31090142","FOB11204IA","4.42"
"31090142","FOB11204IK","4.42"
"31090142","FOB11204OB","4.42"
"31090142","FOB11204PP","4.42"
"31090142","FOB11204RI","4.42"
"31090142","FOB150705","4.86"
"31090142","GLACIERES","4.42"
"31090142","GONDENI","315"
"31090142","GOVERN","440"
"31090142","HERITAGE","360"
"31090142","HILTON","360"
"31090142","HOLIDAY2","360"
"31090142","INDIAN","467.25"
"31090142","INNSCOR2","360"
"31090142","KCCT","360"
"31090142","LABADE","4.42"
"31090142","MSADEC","406"
"31090142","MSAHOTEL","360"
"31090142","MT_KENYA","485.5"
"31090142","NAIROBI","300"
"31090142","NAIROBISCH","439.55"
"31090142","NAS2","360"
"31090142","NASMSA","495.5"
"31090142","NELLY","485.5"
"31090142","NRBHOTEL","462"
"31090142","NYALI","445"
"31090142","OBEROI","4.42"
"31090142","PDA_FOC","0"
"31090142","PK DRIFT U","467.25"
"31090142","PK HEM UPC","467.25"
"31090142","PK SHIPSCH","467.25"
"31090142","PORK BLOCK","440"
"31090142","PORK LOIN","440"
"31090142","PORK SPECX","445"
"31090142","PORK/BEEF","315"
"31090142","PORKER1/06","3.08"
"31090142","PORKER-SEA","2.92"
"31090142","RASHID","5.81"
"31090142","SCORE","4.3"
"31090142","SERENA","360"
"31090142","SERENA CH","4.3"
"31090142","SERENA-TZ","3.61"
"31090142","SERTZOLDIS","3.61"
"31090142","SHOPRITE","4.3"
"31090142","SODEX-FAC","3.76"
"31090142","SUDANFOB07","6.01"
"31090142","TEST","535"
"31090142","TESTB","429"
"31090142","TIWI","355"
"31090142","TZ 010608","4.38"
"31090142","U/TURN MW.","4.07"
"31090142","UPPER-ZON","4.3"
"31090142","U-TURN","4.07"
"31090142","UTURN07","4.38"
"31090142","WATSON CAT","360"
"31090142","Y/C 010608","5.5"
"31090142","YR-CHOICE","4.37"
"31090278","DIRECT","220"
"31090278","MSADEC","230"
"31090278","MSAHOTEL","230"
"31090278","PDA_FOC","0"
"31090278","SAMMY","220"
"31090278","TEST","220"
"31090278","WATSON CAT","220"
"31090279","ABC","367"
"31090279","BABY LOIN","302.5"
"31090279","BCLSRITDSM","3.1"
"31090279","BELLY","366"
"31090279","BF OLD  SP","367"
"31090279","BRIGHT","3.1"
"31090279","COASTB","291.45"
"31090279","F.O.C.","0"
"31090279","HERITAGE","367"
"31090279","HOLIDAY2","367"
"31090279","INDIAN","291.45"
"31090279","INNSCOR2","367"
"31090279","MSADEC","411.5"
"31090279","MSAHOTEL","374.5"
"31090279","NAKUMATT","316"
"31090279","NRBHOTEL","287.7"
"31090279","PDA_FOC","0"
"31090279","PK DRIFT U","291.45"
"31090279","PK HEM UPC","291.45"
"31090279","PK SHIPSCH","291.45"
"31090279","TEST","367"
"31090279","TEST2","291.45"
"31090279","TESTB","310"
"31090279","TESTC","287.7"
"31090279","TESTN","287.7"
"31090279","WATSON CAT","367"
"31090280","PDA_FOC","0"
"31090281","F.O.C.","0"
"31090281","MSADEC","373"
"31090281","MSAHOTEL","373"
"31090281","NAS2","308"
"31090281","PDA_FOC","0"
"31090281","TEST","363"
"31090281","WATSON CAT","363"
"31090282","PDA_FOC","0"
"31090282","PORKER-SEA","3.75"
"31090283","A/JAZIRA","5.65"
"31090283","AL_JAZIRA","3.9"
"31090283","PDA_FOC","0"
"31090283","PORKER1/06","2.1"
"31090283","PORKER-SEA","2.1"
"31090284","B/CHOICE","4.4"
"31090284","B/CHOICE 2","4.49"
"31090284","EX-FACTORY","4.4"
"31090284","EXFACTORY2","4.4"
"31090284","EXFACTORY3","4.4"
"31090284","EXFACTORYC","4.4"
"31090284","PDA_FOC","0"
"31090284","U-TURN","4.49"
"31090284","YR-CHOICE","4.66"
"31090285","F.O.C.","0"
"31090285","MSADEC","335"
"31090285","MSAHOTEL","335"
"31090285","PDA_FOC","0"
"31090285","SPIN_RETAI","3.31"
"31090285","SPINNEYS 0","5.39"
"31090285","SPINN-FRES","3.31"
"31090285","TEST","325"
"31090285","WATSON CAT","325"
"31090286","F.O.C.","0"
"31090286","MSADEC","362"
"31090286","MSAHOTEL","362"
"31090286","NAKUKIGALI","5.31"
"31090286","NAKUMATT","337.5"
"31090286","PDA_FOC","0"
"31090286","TEST","357"
"31090286","WATSON CAT","357"
"31090287","F.O.C.","0"
"31090287","MSADEC","375"
"31090287","MSAHOTEL","375"
"31090287","NAKUKIGALI","5.48"
"31090287","NAKUMATT","349"
"31090287","PDA_FOC","0"
"31090287","TEST","370"
"31090287","WATSON CAT","370"
"31090289","F.O.C.","0"
"31090289","MSADEC","253"
"31090289","MSAHOTEL","253"
"31090289","NAKUKIGALI","3.72"
"31090289","NAKUMATT","258"
"31090289","PDA_FOC","0"
"31090289","TEST","248"
"31090289","WATSON CAT","248"
"31090290","F.O.C.","0"
"31090290","MSADEC","324.5"
"31090290","MSAHOTEL","324.5"
"31090290","NAKUMATT","314"
"31090290","PDA_FOC","0"
"31090290","TEST","317"
"31090290","WATSON CAT","317"
"31090291","B/CHOICE 2","1.83"
"31090291","F.O.C.","0"
"31090291","FOB010107","3.49"
"31090291","FOB11204","2.55"
"31090291","FOB150705","3.1"
"31090291","MSADEC","374.5"
"31090291","MSAHOTEL","374.5"
"31090291","NAKUKIGALI","5.52"
"31090291","NAKUMATT","347.5"
"31090291","PDA_FOC","0"
"31090291","SUDANFOB07","4.02"
"31090291","TEST","367"
"31090291","TZ 010608","1.99"
"31090291","U/TURN MW.","1.7"
"31090291","U-TURN","1.7"
"31090291","UTURN07","1.83"
"31090291","WATSON CAT","367"
"31090292","F.O.C.","0"
"31090292","MSADEC","243"
"31090292","MSAHOTEL","243"
"31090292","NAKUKIGALI","3.59"
"31090292","NAKUMATT","237.5"
"31090292","PDA_FOC","0"
"31090292","TCS-AIR6/6","1.97"
"31090292","TCS-AIR8/5","2.08"
"31090292","TEST","238"
"31090292","WATSON CAT","238"
"31090293","MSADEC","478"
"31090293","MSAHOTEL","478"
"31090293","PDA_FOC","0"
"31090293","TEST","468"
"31090293","U/TURN MW.","6.36"
"31090293","U-TURN","6.36"
"31090293","WATSON CAT","468"
"31090295","NAS2","275"
"31090296","MSADEC","318"
"31090296","MSAHOTEL","318"
"31090296","TEST","308"
"31090296","WATSON CAT","308"
"31090297","F.O.C.","0"
"31090298","B/CHOICE 2","6.36"
"31090298","U/TURN MW.","6.36"
"31090298","U-TURN","6.2"
"31090298","UTURN07","6.36"
"31090299","A/JAZIRA","1.83"
"31090299","AL_JAZIRA","0.74"
"31090300","F.O.C.","0"
"31090300","MSADEC","405"
"31090300","MSAHOTEL","405"
"31090300","TEST","395"
"31090300","WATSON CAT","395"
"31090301","F.O.C.","0"
"31090301","MSADEC","315.5"
"31090301","NAKUKIGALI","4.19"
"31090301","NAKUMATT","265"
"31090302","F.O.C.","0"
"31090303","B/CHOICE 2","5.25"
"31090303","F.O.C.","0"
"31090303","TZ 010608","5.76"
"31090303","U/TURN MW.","5.25"
"31090303","UTURN07","6.2"
"31090303","YR-CHOICE","6"
"31090304","B/CHOICE 2","3.09"
"31090304","TZ 010608","3.17"
"31090304","U/TURN MW.","3.09"
"31090304","YR-CHOICE","3.18"
"31090305","F.O.C.","0"
"31090305","MSADEC","348.5"
"31090305","NAKUMATT","341"
"31090306","MSADEC","304.5"
"31090306","NAKUMATT","297"
"31090307","B/CHOICE 2","5.15"
"31090307","TZ 010608","5.15"
"31100101","PDA_FOC","0"
"31100101","STAFF","202"
"31100101","STAFF B","171"
"31100101","UTURN07","3.7"
"31100102","ABC","182"
"31100102","AHMED SEIF","3.43"
"31100102","ASC","173"
"31100102","ASMARA","3.68"
"31100102","B/CHOICE","3.43"
"31100102","B/CHOICE 2","3.79"
"31100102","B/EMB 2","2.43"
"31100102","BABY LOIN","182"
"31100102","BAMBIS","2.05"
"31100102","BCLSRITDSM","3.43"
"31100102","BELLY","173"
"31100102","BF OLD  SP","182"
"31100102","BOBS BAR","173"
"31100102","BRIGHT","3.43"
"31100102","BRITISH","191.1"
"31100102","BRITISH_AD","1.93"
"31100102","BTSH-ERITR","2.43"
"31100102","CH-DAR-ES","3.43"
"31100102","CHRIS","2.38"
"31100102","COASTB","173"
"31100102","DOR_AGAK","2.26"
"31100102","EX-FACTORY","3.43"
"31100102","EXFACTORY2","3.43"
"31100102","EXFACTORY3","3.43"
"31100102","EXFACTORYC","3.43"
"31100102","F.O.C.","0"
"31100102","FOB","4.05"
"31100102","FOB010107","5.26"
"31100102","FOB11204","4.36"
"31100102","FOB11204IA","4.25"
"31100102","FOB11204IK","4.25"
"31100102","FOB11204OB","4.25"
"31100102","FOB11204PP","4.25"
"31100102","FOB11204RI","4.25"
"31100102","FOB150705","4.68"
"31100102","GERM EMBAS","2.22"
"31100102","GLACIERES","4.25"
"31100102","GONDENI","140"
"31100102","HANA_GEO","2.22"
"31100102","HERITAGE","182"
"31100102","HOLIDAY2","182"
"31100102","INDIAN","173"
"31100102","INNSCOR2","182"
"31100102","KIJENGE_S","2.38"
"31100102","LABADE","4.25"
"31100102","MAX MART","5.03"
"31100102","MSADEC","237"
"31100102","MSAHOTEL","173"
"31100102","MT_KENYA","173"
"31100102","NAIROBI","173"
"31100102","NAIROBISCH","173"
"31100102","NAKUKIGALI","2.93"
"31100102","NAKUMATT","201.5"
"31100102","NASMSA","245"
"31100102","NRBHOTEL","173"
"31100102","NYALI","173"
"31100102","OBEROI","4.25"
"31100102","OLJUMOKE","48.51"
"31100102","PAKLTD","2.22"
"31100102","PAULINE","2.11"
"31100102","PDA_FOC","0"
"31100102","PK DRIFT U","158"
"31100102","PK HEM UPC","158"
"31100102","PK SHIPSCH","158"
"31100102","PORK SPECX","262.2"
"31100102","PORK/BEEF","140"
"31100102","PREMIER CH","4.93"
"31100102","SCORE","2.38"
"31100102","SERENA","182"
"31100102","SERENA CH","2.38"
"31100102","SERENA-NEW","3"
"31100102","SERENA-TZ","3.1"
"31100102","SERTZOLDIS","2.95"
"31100102","SHOPRITE","2.38"
"31100102","SODEX-FAC","2"
"31100102","SUDANFOB07","5.79"
"31100102","TEST","166"
"31100102","TEST2","158"
"31100102","TESTB","166"
"31100102","TESTN","147"
"31100102","TIWI","275.31"
"31100102","TZ 010608","3.79"
"31100102","U/TURN MW.","3.59"
"31100102","UPPER-ZON","2.38"
"31100102","U-TURN","3.59"
"31100102","UTURN07","3.79"
"31100102","WATSON CAT","219.5"
"31100102","YR-CHOICE","3.64"
"31100103","ABC","440"
"31100103","AHMED SEIF","5.53"
"31100103","ARIF MANJI","5.53"
"31100103","ASC","542"
"31100103","ASMARA","6.03"
"31100103","B/CHOICE","5.53"
"31100103","B/CHOICE 2","7.19"
"31100103","B/EMB 2","4.18"
"31100103","BABY LOIN","440"
"31100103","BAMBIS","6.81"
"31100103","BCL DISC","7.01"
"31100103","BCLSRITDSM","4.81400778210116732"
"31100103","BEEF SPECI","495"
"31100103","BELLY","564"
"31100103","BF OLD  SP","440"
"31100103","BOBS BAR","542"
"31100103","BRIGHT","5.53"
"31100103","BRITISH","472.95"
"31100103","BRITISH_AD","6.12"
"31100103","BTSH-ERITR","4.18"
"31100103","CH-DAR-ES","5.53"
"31100103","CHRIS","7.67"
"31100103","COASTB","569"
"31100103","DOR_AGAK","6.09"
"31100103","EX-FACTORY","5.53"
"31100103","EXFACTORY2","5.53"
"31100103","EXFACTORY3","5.53"
"31100103","EXFACTORYC","5.53"
"31100103","F.O.C.","0"
"31100103","FAIRVIEW","420"
"31100103","FOB","6.63"
"31100103","FOB010107","9.91"
"31100103","FOB11204","8.21"
"31100103","FOB11204IA","6.96"
"31100103","FOB11204IK","6.96"
"31100103","FOB11204OB","6.96"
"31100103","FOB11204PP","6.96"
"31100103","FOB11204RI","6.96"
"31100103","FOB150705","8.81"
"31100103","GERM EMBAS","7.36"
"31100103","GLACIERES","6.96"
"31100103","GONDENI","542"
"31100103","GOVERN","420"
"31100103","HANA_GEO","7.36"
"31100103","HERITAGE","440"
"31100103","HILTON","460"
"31100103","HOLIDAY2","440"
"31100103","INDIAN","569.1"
"31100103","INNSCOR2","440"
"31100103","KIJENGE_S","11.14"
"31100103","LABADE","6.96"
"31100103","MAX MART","9.47"
"31100103","MAX MART07","9.91"
"31100103","MSADEC","580"
"31100103","MSAHOTEL","569"
"31100103","MT_KENYA","335"
"31100103","NAIROBI","360"
"31100103","NAIROBISCH","537"
"31100103","NAS2","456"
"31100103","NASMSA","330"
"31100103","NRBHOTEL","564"
"31100103","NYALI","542"
"31100103","OBEROI","6.96"
"31100103","OLJUMOKE","160.58"
"31100103","P/TREE KES","390"
"31100103","PAKLTD","7.36"
"31100103","PALM TREE","6.14"
"31100103","PAULINE","8.19"
"31100103","PAVEMENT","380"
"31100103","PDA_FOC","0"
"31100103","PK DRIFT U","495"
"31100103","PK HEM UPC","569.1"
"31100103","PK SHIPSCH","569.1"
"31100103","PORK BLOCK","420"
"31100103","PORK SPECX","542"
"31100103","PORK/BEEF","395"
"31100103","SCORE","7.67"
"31100103","SERENA","440"
"31100103","SERENA CH","7.67"
"31100103","SERENA-NEW","5"
"31100103","SERENA-TZ","5.57"
"31100103","SERTZOLDIS","5.3"
"31100103","SHOPRITE","7.67"
"31100103","SODEX-FAC","7.03"
"31100103","STAFF","363"
"31100103","STAFF B","363"
"31100103","SUDANFOB","9.69"
"31100103","SUDANFOB07","8.59"
"31100103","TEST","564"
"31100103","TESTB","564"
"31100103","TIWI","569.1"
"31100103","TZ 010608","7"
"31100103","U/TURN MW.","6.81"
"31100103","UPPER-ZON","7.67"
"31100103","U-TURN","6.81"
"31100103","UTURN DISC","7.01"
"31100103","UTURN07","7.19"
"31100103","WATSON CAT","380"
"31100103","YR-CHOICE","6.74"
"31100104","ASC","21.5"
"31100104","BOBS BAR","21.5"
"31100104","COASTB","22.575"
"31100104","F.O.C.","0"
"31100104","GONDENI","21.5"
"31100104","INDIAN","22.575"
"31100104","MSADEC","22.575"
"31100104","MUCHINA","4.6"
"31100104","NAIROBI","16.5"
"31100104","NAIROBISCH","16.5"
"31100104","NYALI","21.5"
"31100104","PDA_FOC","0"
"31100104","PK DRIFT U","22.575"
"31100104","PK HEM UPC","22.575"
"31100104","PK SHIPSCH","22.575"
"31100104","PORK SPECX","21.5"
"31100104","PORK/BEEF","21.5"
"31100104","TIWI","22.575"
"31100104","WATSON CAT","21.5"
"31100105","AHMED SEIF","2.9"
"31100105","ASMARA","3.15"
"31100105","B/CHOICE","2.9"
"31100105","B/CHOICE 2","2.96"
"31100105","B/EMB 2","2.08"
"31100105","BAMBIS","2.68"
"31100105","BCLSRITDSM","2.9"
"31100105","BRIGHT","2.9"
"31100105","BRITISH_AD","2.41"
"31100105","BTSH-ERITR","2.08"
"31100105","CH-DAR-ES","2.9"
"31100105","CHRIS","3.68"
"31100105","DOR_AGAK","3.01"
